['ForceDecks Test Results Export', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']
['Athlete 37', 'slynch5', 'Countermovement Jump', '3/4/2020 16:46', '75.8', 'Trial 1', '', '', '', '114.80', '37.57', '0.287', '7536', '250', '47.8', '95.1', '176.6', '', '1447', '25.1', '1905', '22.5', '1707', '2.47', '260', '0', '-1831', '13.5', '1026', '279.0', '21148.5', '277.0', '20993.0', '240.8', '18249.7', '23', '148.6', '764', '-22.6', '205.6', '51.4', '0.368', '36.9', '23', '1710', '59', '4487', '67.2', '0.146', '85', '6424', '514', '872.6', '1203.8', '744', '4.313', '327', '22.2', '1683', '805', '-0.890', '-67.5', '0.59', '0.87', '448', '1510', '1683', '24.6', '9.7', '27.6', '27.6', '10.9', '5686.72', '1106.3', '395.2', '0.537', '0.694', '118.4', '58.2', '12.7', '43.4', '3291', '12.709', '501.9', '254.4', '0.32', '2.357', '2.644', '2.498', '2.130', '2.130', '19.244', '22.5', '1707', '0.227', '647', '2.180', '2005.626', '122.343', '29.903', '49344', '627.747', '29.903', '40', '3010', '4997', '1.110', '', '11.2', '11.3', '11.2', '6.9', '', '6.8', '11.2', '100.0', '', '-19.2', '-21.2', '7.9', '34.5', '-13.3', '42.3', '-13.3', '8.6', '-13.4', '6.8', '8.7', '10.8', '1.1', '9.6', '1.1', '', '11.2', '89.0', '63.6', '', '', '3558', '4006', '39.9', '45.0', '79.7', '89.7', '174.8', '187.6', '', '', '698', '749', '806', '907', '-26', '1052', '', '', '57.1', '46.1', '140.0', '110.3', '1369', '1487', '2009', '3068', '94.1', '81.6', '2351', '4073', '398', '345', '804', '880', '110.4', '95.6', '728', '781', '803', '880', '99.6', '111.7', '75.1', '76.0', '482.9', '534.1', '263.9', '267.0', '', '', '806', '907', '4093', '37213', '827', '2270', '10.6', '0.24', '0.49', '2.33', '4.7', '100.0', '44.2', '100.0', '-9.8', '-54.2', '0.46', '0.48', '-19', '19', '-750', '-1081', '-260', '520', '0.75', '0.68', '123.9', '56.7']
['Athlete 37', 'slynch5', 'Countermovement Jump', '3/4/2020 16:46', '75.8', 'Trial 2', '', '', '', '95.63', '31.42', '0.241', '11998', '252', '43.2', '91.5', '178.4', '3878', '1449', '25.2', '1908', '22.8', '1725', '2.50', '3878', '2311', '-650', '31.9', '2421', '250.2', '18967.6', '272.7', '20672.1', '243.0', '18420.7', '97', '148.9', '767', '-14.4', '204.4', '51.3', '0.389', '27.8', '18', '1393', '52', '3909', '42.2', '0.126', '78', '5920', '515', '859.4', '1079.0', '744', '2.733', '207', '19.7', '1490', '479', '-0.561', '-42.5', '0.56', '0.83', '426', '1524', '1490', '22.2', '8.8', '28.1', '28.2', '11.1', '6551.67', '1000.8', '548.3', '0.612', '0.700', '116.9', '61.6', '13.0', '45.0', '3413', '12.953', '450.1', '231.8', '0.29', '7.278', '7.519', '7.393', '7.004', '7.004', '19.844', '22.8', '1725', '0.274', '590', '2.240', '1246.951', '107.238', '21.666', '27740', '601.368', '21.666', '31', '2386', '3079', '0.969', '', '8.4', '14.4', '12.4', '7.5', '4.3', '7.5', '8.4', '-35.9', '', '-8.7', '-7.2', '93.6', '57.2', '3.9', '39.2', '-1.3', '14.7', '-4.1', '3.3', '14.7', '11.1', '2.4', '12.7', '7.0', '', '8.4', '28.5', '26.9', '', '', '5784', '6317', '37.1', '43.3', '77.5', '88.4', '175.7', '190.0', '1896', '1982', '696', '753', '832', '908', '1475', '945', '', '', '53.8', '49.1', '107.4', '99.6', '81', '1258', '1123', '2624', '66.6', '69.3', '2237', '3683', '374', '369', '686', '804', '125.9', '120.7', '749', '775', '686', '804', '99.0', '111.5', '76.7', '78.6', '463.2', '530.3', '238.2', '256.0', '', '', '832', '908', '11646', '16299', '1013', '1385', '6.3', '0.14', '0.53', '2.35', '5.3', '-37.8', '100.0', '4.3', '-9.0', '39.2', '0.44', '0.47', '1425', '886', '-83', '-566', '1896', '1982', '0.77', '0.70', '43.9', '72.3']
['Athlete 33', '', 'Countermovement Jump', '3/4/2020 16:45', '61.7', 'Trial 1', '', '', '', '108.25', '34.47', '0.223', '7482', '206', '50.2', '101.2', '163.4', '518', '1395', '32.5', '2006', '26.5', '1636', '2.73', '518', '148', '-7031', '10.4', '644', '420.3', '25932.6', '423.4', '26124.1', '372.1', '22959.0', '72', '146.7', '647', '-21.9', '214.1', '43.4', '0.317', '38.8', '67', '4114', '101', '6228', '66.7', '0.124', '129', '7939', '441', '779.4', '1142.9', '605', '4.851', '299', '25.8', '1590', '943', '-1.087', '-67.1', '0.80', '1.18', '520', '1437', '1590', '33.1', '13.0', '35.6', '35.6', '14.0', '6351.94', '1305.9', '200.7', '0.513', '0.592', '104.2', '59.2', '16.7', '56.3', '3476', '16.709', '460.4', '235.5', '0.51', '3.035', '3.258', '3.134', '2.817', '2.817', '17.770', '26.5', '1636', '0.218', '547', '2.419', '1306.231', '86.211', '36.508', '43297', '613.253', '36.508', '46', '2858', '6025', '1.131', '', '-4.8', '-6.5', '-5.4', '-7.3', '100.0', '-7.3', '-4.8', '97.3', '', '-13.0', '-15.9', '19.8', '3.4', '-13.3', '-1.4', '-19.4', '-9.6', '-26.0', '-6.6', '-9.6', '-5.3', '-10.0', '-11.1', '-8.8', '', '-4.8', '-26.1', '-9.7', '', '', '3846', '3661', '41.6', '38.9', '83.1', '78.6', '149.5', '138.5', '0', '742', '724', '671', '841', '801', '17', '628', '', '', '46.3', '40.3', '94.3', '79.4', '1728', '2155', '3016', '3123', '75.9', '65.8', '3997', '3942', '335', '270', '835', '755', '71.7', '53.1', '743', '694', '835', '755', '85.5', '81.0', '64.0', '57.6', '475.0', '422.2', '222.9', '203.2', '', '', '841', '801', '37015', '27345', '1999', '1805', '15.3', '0.27', '0.57', '2.64', '2.1', '100.0', '0.0', '100.0', '-4.9', '-10.0', '0.56', '0.57', '-143', '291', '-3516', '-3516', '-224', '742', '0.75', '0.71', '32.2', '29.0']
['Athlete 33', '', 'Countermovement Jump', '3/4/2020 16:45', '61.7', 'Trial 2', '', '', '', '110.48', '38.74', '0.253', '6234', '229', '42.8', '84.4', '160.8', '1708', '1305', '29.9', '1847', '24.7', '1525', '2.71', '-2008', '-310', '-2958', '1.7', '107', '316.7', '19542.7', '327.6', '20214.7', '325.1', '20058.6', '145', '154.0', '653', '-24.5', '185.2', '46.5', '0.295', '36.9', '42', '2602', '84', '5181', '70.1', '0.129', '113', '6996', '424', '751.3', '1148.1', '606', '5.645', '348', '24.5', '1515', '1002', '-1.134', '-70.0', '0.79', '1.22', '518', '1432', '1510', '32.9', '12.9', '34.7', '34.7', '13.7', '5378.47', '1341.4', '198.8', '0.569', '0.593', '96.8', '64.0', '14.9', '55.0', '3393', '14.911', '450.5', '237.1', '0.50', '8.126', '8.379', '8.250', '7.955', '7.955', '19.770', '24.7', '1525', '0.171', '573', '2.370', '1235.976', '82.810', '34.339', '40654', '570.267', '34.339', '44', '2724', '5100', '0.991', '', '0.9', '-2.1', '1.3', '-2.1', '-16.0', '-2.1', '1.1', '100.0', '', '-15.2', '-9.7', '39.0', '7.7', '-6.0', '7.0', '-17.0', '-2.0', '-30.1', '-0.4', '-2.1', '1.3', '-6.3', '0.5', '-2.5', '', '0.9', '26.1', '30.4', '', '', '3126', '3154', '36.9', '36.1', '72.0', '72.9', '151.3', '148.1', '1326', '1114', '659', '645', '763', '772', '-64', '171', '', '', '50.2', '42.6', '99.8', '90.2', '948', '1555', '2473', '2679', '76.4', '71.8', '3371', '3626', '331', '275', '765', '750', '63.9', '44.6', '717', '714', '763', '747', '82.3', '83.4', '69.0', '64.7', '433.1', '435.5', '224.3', '218.6', '', '', '765', '772', '18241', '24682', '1167', '1678', '16.2', '0.30', '0.66', '2.61', '3.4', '100.0', '27.9', '-15.9', '-7.5', '11.4', '0.48', '0.49', '-384', '74', '-1298', '-1660', '-1078', '-930', '0.84', '0.77', '35.6', '40.1']
['Athlete 19', 'edohert1', 'Countermovement Jump', '3/4/2020 16:45', '60.5', 'Trial 1', '', '', '', '114.67', '45.43', '0.422', '2963', '368', '21.1', '40.2', '121.3', '2256', '922', '16.7', '1008', '17.8', '1075', '2.12', '-284', '-681', '-384', '3.5', '210', '113.8', '6884.5', '103.2', '6245.4', '109.5', '6623.9', '280', '165.6', '929', '-36.3', '152.4', '64.4', '0.293', '32.5', '35', '2138', '33', '1970', '70.1', '0.268', '26', '1567', '561', '670.2', '854.7', '593', '6.329', '383', '16.8', '1016', '823', '-1.161', '-70.3', '0.47', '0.77', '433', '1029', '1016', '23.0', '9.0', '20.4', '20.4', '8.0', '2294.33', '679.7', '184.4', '0.841', '0.866', '67.6', '53.7', '8.0', '33.4', '2023', '7.957', '389.6', '198.8', '0.25', '2.618', '3.040', '2.772', '2.479', '2.479', '19.702', '17.8', '1075', '0.139', '587', '1.967', '866.373', '65.844', '15.207', '19912', '630.595', '15.207', '25', '1513', '3316', '0.798', '', '2.7', '2.0', '2.4', '1.4', '7.4', '1.4', '2.7', '56.0', '', '1.5', '-0.7', '-25.2', '-19.9', '-8.7', '-23.9', '2.9', '-2.1', '25.8', '3.3', '-1.8', '1.5', '1.4', '1.3', '-2.8', '', '2.7', '39.3', '35.3', '', '', '1463', '1504', '25.1', '25.7', '49.2', '50.4', '168.6', '171.0', '1102', '1190', '458', '464', '531', '545', '64', '146', '', '', '63.9', '64.9', '141.9', '141.0', '1153', '862', '1083', '868', '119.8', '109.3', '890', '677', '292', '301', '514', '503', '44.1', '59.5', '506', '523', '513', '503', '87.7', '89.0', '80.9', '82.0', '576.8', '584.7', '284.6', '276.7', '', '', '531', '545', '7592', '12516', '607', '939', '13.6', '0.41', '0.79', '2.00', '1.0', '-97.4', '-25.2', '100.0', '-0.1', '-8.3', '0.29', '0.29', '-452', '-229', '-214', '-171', '-408', '124', '0.92', '0.92', '26.0', '23.8']
['Athlete 19', 'edohert1', 'Countermovement Jump', '3/4/2020 16:45', '60.5', 'Trial 2', '', '', '', '106.02', '44.43', '0.423', '2908', '399', '20.0', '37.3', '117.1', '3544', '886', '15.4', '933', '17.9', '1080', '2.06', '-706', '-979', '-806', '3.9', '237', '105.9', '6409.4', '92.6', '5600.7', '97.3', '5885.3', '313', '172.2', '952', '-37.2', '138.6', '67.0', '0.302', '30.5', '27', '1604', '32', '1935', '73.6', '0.251', '27', '1631', '553', '665.2', '886.4', '594', '6.576', '398', '16.7', '1009', '896', '-1.217', '-73.6', '0.43', '0.75', '412', '1041', '1006', '20.8', '8.2', '19.1', '19.1', '7.5', '2210.99', '654.2', '187.6', '0.866', '0.888', '64.3', '52.8', '8.0', '32.6', '1972', '8.048', '383.5', '198.5', '0.22', '7.643', '8.066', '7.815', '7.513', '7.513', '19.202', '17.9', '1080', '0.130', '593', '1.894', '348.486', '57.152', '9.850', '7251', '617.201', '9.850', '20', '1189', '2325', '0.786', '', '-0.8', '-5.1', '-3.9', '-2.1', '7.3', '-2.1', '-0.8', '50.2', '', '4.9', '-6.2', '0.6', '-12.1', '-8.3', '12.2', '2.9', '-6.2', '24.1', '-1.0', '-5.7', '-2.6', '-1.5', '5.2', '-4.7', '', '-0.8', '-33.4', '20.8', '', '', '1462', '1450', '25.5', '24.2', '49.3', '47.4', '178.7', '175.1', '1736', '1872', '447', '438', '543', '538', '79', '158', '', '', '65.4', '68.7', '145.2', '136.2', '1010', '1016', '1062', '933', '116.1', '106.5', '763', '869', '292', '301', '521', '489', '45.5', '60.0', '523', '518', '518', '488', '92.4', '90.0', '86.4', '85.1', '580.9', '613.0', '291.4', '277.9', '', '', '543', '538', '6163', '4105', '536', '677', '14.8', '0.45', '0.82', '1.94', '-1.9', '-47.2', '-30.1', '-38.5', '1.2', '67.8', '0.28', '0.27', '-583', '-396', '-456', '-350', '-410', '-296', '0.93', '0.95', '24.1', '74.9']
['Athlete 17', '', 'Countermovement Jump', '3/4/2020 16:44', '67.7', 'Trial 1', '', '', '', '136.89', '49.89', '0.449', '3600', '328', '32.9', '58.0', '148.2', '', '1114', '19.8', '1343', '20.0', '1354', '2.29', '-1970', '-2584', '-722', '0.0', '0', '179.7', '12167.3', '138.5', '9373.3', '140.0', '9475.7', '0', '157.3', '900', '-37.6', '174.4', '59.6', '0.330', '28.1', '26', '1760', '36', '2439', '73.6', '0.242', '42', '2847', '572', '726.6', '968.2', '664', '6.438', '436', '20.0', '1354', '822', '-1.087', '-73.6', '0.54', '0.85', '486', '1208', '1354', '29.0', '11.4', '24.4', '24.4', '9.6', '2911.67', '852.7', '258.8', '0.572', '0.839', '85.1', '63.1', '10.2', '37.4', '2531', '10.195', '437.1', '228.9', '0.32', '3.081', '3.530', '3.288', '2.958', '2.958', '19.710', '20.0', '1354', '0.123', '691', '2.094', '1168.442', '72.443', '21.176', '33831', '647.745', '21.176', '31', '2098', '4595', '0.463', '', '1.2', '3.0', '4.8', '2.4', '', '2.4', '1.7', '0.0', '', '6.1', '7.5', '-1.5', '-13.8', '-1.6', '-7.9', '8.3', '-0.2', '22.5', '-2.9', '0.3', '5.8', '-1.5', '-12.3', '0.9', '', '1.2', '-25.1', '-23.9', '', '', '1806', '1828', '32.5', '33.5', '60.7', '63.7', '180.7', '185.2', '', '', '550', '564', '676', '688', '0', '0', '', '', '57.7', '61.5', '156.8', '169.4', '874', '861', '1298', '1119', '118.1', '116.2', '1482', '1364', '318', '347', '679', '678', '63.5', '82.0', '613', '596', '676', '678', '94.1', '99.8', '86.6', '85.3', '693.9', '608.3', '295.6', '298.4', '', '', '679', '688', '19269', '14438', '1195', '910', '12.1', '0.32', '0.74', '2.19', '2.4', '-39.7', '0.8', '-79.0', '-7.2', '-22.9', '0.34', '0.34', '-1506', '-1078', '-360', '-363', '-1264', '-706', '0.92', '0.85', '38.7', '29.8']
['Athlete 17', '', 'Countermovement Jump', '3/4/2020 16:44', '67.7', 'Trial 2', '', '', '', '139.36', '47.42', '0.478', '3050', '343', '29.3', '53.5', '143.3', '', '1080', '18.7', '1264', '18.6', '1260', '2.24', '-770', '-1617', '-561', '15.9', '1075', '155.3', '10515.7', '127.5', '8635.0', '127.7', '8644.5', '4', '151.6', '1008', '-41.3', '193.9', '61.5', '0.381', '31.8', '13', '885', '29', '1958', '74.8', '0.284', '31', '2085', '665', '730.6', '927.5', '665', '6.083', '412', '18.6', '1257', '816', '-1.103', '-74.7', '0.48', '0.73', '486', '1187', '1256', '29.0', '11.4', '22.9', '22.9', '9.0', '2270.21', '697.1', '319.6', '0.669', '0.946', '82.2', '61.1', '8.8', '35.9', '2432', '8.803', '446.7', '226.1', '0.29', '8.663', '9.141', '8.857', '8.476', '8.476', '19.110', '18.6', '1260', '0.187', '709', '2.049', '2509.910', '95.377', '30.984', '72671', '672.963', '30.984', '41', '2762', '6882', '0.548', '', '8.5', '13.9', '12.6', '5.1', '', '5.1', '8.4', '-61.3', '', '11.2', '20.0', '54.4', '19.7', '19.6', '11.8', '15.7', '16.3', '9.6', '-5.2', '16.1', '9.7', '-0.4', '4.1', '11.3', '', '8.5', '4.2', '4.2', '', '', '1517', '1658', '28.9', '33.6', '55.9', '64.0', '180.7', '190.3', '', '', '526', '554', '627', '684', '775', '300', '', '', '57.8', '65.0', '155.2', '193.9', '514', '1127', '925', '1152', '117.4', '146.0', '977', '1108', '304', '361', '573', '685', '84.6', '93.7', '609', '578', '573', '683', '92.9', '102.9', '87.8', '87.5', '598.2', '624.0', '294.8', '332.2', '', '', '627', '685', '35547', '37124', '1351', '1411', '12.1', '0.34', '0.74', '2.12', '8.0', '100.0', '100.0', '100.0', '-10.1', '-26.4', '0.31', '0.34', '-508', '-1109', '-34', '-527', '-124', '-646', '0.95', '0.85', '20.7', '15.2']
['Athlete 12', '', 'Countermovement Jump', '3/4/2020 16:42', '78.7', 'Trial 1', '', '', '', '109.49', '42.49', '0.300', '6094', '274', '42.7', '75.7', '170.5', '', '1392', '21.1', '1661', '21.7', '1705', '2.28', '-3718', '-3290', '-431', '0.0', '0', '206.7', '16270.8', '166.8', '13124.9', '188.6', '14844.0', '0', '163.4', '706', '-28.1', '157.7', '55.5', '0.267', '40.1', '45', '3525', '67', '5247', '97.0', '0.165', '72', '5647', '432', '905.5', '1358.8', '772', '6.373', '502', '21.8', '1715', '1325', '-1.236', '-97.2', '0.64', '1.05', '453', '1544', '1705', '25.2', '9.9', '23.9', '23.9', '9.4', '5629.48', '1350.0', '130.6', '0.419', '0.646', '99.8', '70.7', '12.0', '40.4', '3183', '11.854', '527.5', '276.7', '0.36', '2.515', '2.815', '2.650', '2.383', '2.383', '19.283', '21.8', '1715', '0.132', '674', '2.061', '2294.289', '121.597', '29.060', '57713', '526.389', '29.060', '39', '3059', '6404', '0.851', '', '10.8', '6.6', '3.4', '0.8', '', '0.8', '9.4', '0.0', '', '7.0', '10.2', '-8.4', '11.2', '13.5', '13.8', '7.7', '11.3', '-5.3', '-0.8', '10.0', '2.5', '-1.3', '5.5', '6.1', '', '10.8', '39.2', '24.5', '', '', '2890', '3239', '39.3', '42.0', '75.1', '77.8', '190.3', '191.7', '', '', '693', '699', '813', '897', '0', '0', '', '', '53.5', '57.5', '128.5', '143.1', '1840', '1685', '2468', '2779', '104.0', '120.3', '2613', '3033', '371', '401', '808', '911', '55.9', '52.9', '775', '769', '808', '897', '101.5', '104.1', '88.8', '87.7', '505.4', '534.5', '290.3', '309.0', '', '', '813', '911', '23915', '39317', '1602', '2123', '16.8', '0.42', '0.71', '2.16', '2.7', '88.6', '0.0', '100.0', '-3.7', '-25.4', '0.39', '0.41', '-1140', '-2150', '0', '-431', '-1140', '-2578', '0.88', '0.84', '42.9', '32.0']
['Athlete 12', '', 'Countermovement Jump', '3/4/2020 16:42', '78.7', 'Trial 2', '', '', '', '107.69', '40.76', '0.280', '6651', '260', '45.3', '81.6', '169.2', '', '1421', '21.9', '1725', '22.6', '1777', '2.30', '-4336', '-2881', '-1218', '0.0', '0', '227.8', '17927.8', '196.1', '15430.4', '210.3', '16547.0', '0', '160.9', '687', '-27.3', '164.2', '54.5', '0.277', '44.6', '48', '3810', '74', '5859', '97.9', '0.150', '85', '6678', '427', '931.2', '1423.2', '774', '6.261', '493', '23.1', '1817', '1369', '-1.238', '-97.4', '0.65', '1.05', '447', '1574', '1777', '24.5', '9.6', '23.7', '23.7', '9.3', '6150.47', '1399.0', '136.8', '0.406', '0.623', '104.6', '64.6', '13.3', '41.3', '3253', '12.775', '517.2', '278.4', '0.36', '8.240', '8.520', '8.370', '8.093', '8.093', '18.683', '23.1', '1817', '0.147', '661', '2.067', '2111.081', '147.776', '36.184', '51707', '512.763', '36.184', '46', '3620', '6623', '0.752', '', '14.0', '13.0', '12.8', '10.2', '', '10.2', '12.4', '0.0', '', '-7.1', '7.0', '8.9', '15.9', '9.3', '16.9', '3.3', '14.0', '-8.0', '2.9', '12.4', '11.9', '7.9', '13.1', '9.1', '', '14.0', '43.1', '37.2', '', '', '3075', '3576', '39.0', '44.8', '74.0', '84.8', '175.0', '194.8', '', '', '672', '748', '830', '947', '0', '0', '', '', '56.6', '52.6', '125.6', '135.1', '1970', '2162', '2709', '3220', '101.6', '112.0', '3031', '3647', '381', '393', '840', '977', '60.6', '55.7', '775', '799', '830', '947', '96.0', '109.0', '79.1', '85.9', '464.0', '534.1', '274.3', '301.9', '', '', '840', '977', '22321', '39212', '1674', '2666', '17.4', '0.42', '0.62', '2.16', '3.0', '36.0', '100.0', '0.0', '-4.4', '19.9', '0.42', '0.44', '-1221', '-1660', '-381', '-837', '-2168', '-2168', '0.82', '0.79', '39.9', '49.8']
['Athlete 26', '', 'Countermovement Jump', '3/4/2020 16:40', '66.7', 'Trial 1', '', '', '', '88.78', '36.25', '0.261', '4720', '294', '39.1', '66.8', '147.1', '', '1153', '21.6', '1441', '22.9', '1525', '2.34', '-4074', '-3977', '-1112', '0.0', '0', '232.2', '15486.5', '169.1', '11276.7', '171.4', '11429.7', '0', '169.0', '720', '-32.9', '144.9', '56.9', '0.265', '58.3', '93', '6189', '87', '5791', '107.1', '0.161', '83', '5544', '426', '877.2', '1317.7', '656', '7.552', '504', '23.3', '1552', '1608', '-1.601', '-106.8', '0.64', '1.09', '463', '1241', '1525', '26.3', '10.3', '24.9', '24.9', '9.8', '4678.21', '1233.1', '13.7', '0.412', '0.657', '90.0', '57.2', '13.5', '39.7', '2647', '13.060', '478.8', '262.7', '0.36', '2.229', '2.490', '2.329', '2.064', '2.064', '19.004', '23.3', '1552', '0.165', '640', '2.133', '1529.599', '88.717', '25.145', '40195', '566.558', '25.145', '35', '2331', '4803', '0.851', '', '-9.6', '-7.4', '-7.4', '-4.1', '', '-4.1', '-9.1', '0.0', '', '-6.6', '-14.0', '26.2', '-3.2', '-9.5', '-17.1', '-10.4', '-9.6', '-13.3', '0.2', '-9.2', '-6.9', '-0.5', '-14.3', '-6.5', '', '-9.6', '13.3', '2.1', '', '', '2481', '2243', '37.3', '34.5', '68.6', '63.6', '173.2', '166.2', '', '', '589', '565', '800', '727', '0', '0', '', '', '58.8', '54.9', '123.2', '105.9', '2391', '3240', '2883', '2791', '111.5', '100.9', '3032', '2512', '346', '310', '816', '738', '35.7', '30.9', '620', '621', '800', '726', '96.4', '89.8', '76.9', '76.4', '565.9', '485.1', '281.1', '262.8', '', '', '816', '738', '22602', '26070', '1379', '1408', '24.1', '0.61', '0.64', '2.21', '-3.5', '-15.4', '-67.8', '-31.7', '6.3', '-22.6', '0.40', '0.38', '-2131', '-1846', '-697', '-415', '-2316', '-1758', '0.80', '0.85', '30.9', '23.9']
['Athlete 26', '', 'Countermovement Jump', '3/4/2020 16:40', '66.7', 'Trial 2', '', '', '', '87.67', '35.49', '0.263', '4214', '300', '36.6', '63.4', '135.6', '', '1105', '19.4', '1294', '21.9', '1462', '2.18', '-3368', '-3506', '-1028', '0.0', '0', '212.8', '14194.9', '158.3', '10558.6', '155.5', '10371.5', '0', '168.0', '741', '-34.8', '147.0', '59.3', '0.263', '66.9', '126', '8437', '82', '5497', '108.2', '0.178', '70', '4663', '441', '907.7', '1260.8', '655', '7.728', '515', '22.0', '1468', '1633', '-1.620', '-108.1', '0.59', '0.99', '435', '1224', '1462', '23.2', '9.1', '21.1', '21.1', '8.3', '4167.25', '1122.5', '16.2', '0.426', '0.674', '85.3', '50.4', '12.2', '36.3', '2420', '12.112', '459.5', '253.5', '0.31', '6.371', '6.634', '6.456', '6.193', '6.193', '17.204', '22.0', '1468', '0.178', '617', '1.976', '2022.008', '97.056', '23.946', '46902', '502.985', '23.946', '34', '2251', '4636', '0.810', '', '-8.0', '-5.8', '-4.6', '-0.8', '', '-0.8', '-7.3', '0.0', '', '-7.7', '-8.0', '33.3', '-2.4', '-5.4', '-30.2', '-8.4', '-8.0', '-18.2', '-0.1', '-7.3', '-3.9', '3.1', '14.3', '-3.5', '', '-8.0', '-9.8', '9.8', '', '', '2196', '2020', '35.7', '33.6', '65.9', '62.9', '166.6', '165.3', '', '', '555', '550', '759', '703', '0', '0', '', '', '61.7', '56.9', '124.4', '114.5', '3234', '4845', '2820', '2751', '115.5', '109.2', '2746', '1917', '342', '313', '765', '703', '35.2', '28.8', '612', '612', '759', '703', '93.5', '89.9', '73.1', '75.4', '474.8', '553.8', '278.8', '269.1', '', '', '765', '703', '29473', '26580', '1415', '1568', '24.5', '0.67', '0.59', '2.04', '-3.8', '-29.2', '-42.5', '-40.6', '6.9', '56.0', '0.40', '0.38', '-1976', '-1530', '-604', '-424', '-1968', '-1400', '0.78', '0.84', '17.1', '39.0']
['Athlete 16', 'bdeehan', 'Countermovement Jump', '3/4/2020 16:38', '89.4', 'Trial 1', '', '', '', '99.54', '36.82', '0.218', '10139', '219', '57.9', '115.5', '186.8', '', '1726', '22.9', '2048', '22.9', '2044', '2.22', '172', '99', '-6762', '7.3', '656', '292.9', '26182.9', '293.1', '26205.6', '257.2', '22993.1', '32', '158.7', '592', '-20.2', '170.3', '50.8', '0.238', '59.4', '102', '9118', '95', '8457', '95.7', '0.135', '95', '8517', '373', '1149.0', '1584.5', '878', '5.285', '473', '22.6', '2023', '1353', '-1.072', '-95.8', '0.71', '1.13', '422', '1820', '2023', '21.8', '8.6', '22.2', '22.2', '8.7', '9145.96', '1786.7', '179.2', '0.405', '0.528', '125.9', '60.9', '13.1', '39.9', '3567', '13.055', '552.7', '294.1', '0.37', '3.088', '3.306', '3.171', '2.933', '2.933', '16.815', '22.9', '2044', '0.155', '627', '1.960', '1939.052', '124.099', '20.496', '42330', '576.621', '20.496', '30', '2709', '4756', '0.799', '', '14.7', '19.2', '15.8', '10.8', '', '10.8', '14.7', '-100.0', '', '2.7', '23.3', '-27.0', '7.8', '22.2', '30.0', '13.3', '21.0', '-6.0', '4.5', '21.0', '15.2', '4.2', '14.5', '15.5', '', '14.7', '61.7', '44.0', '', '', '4821', '5650', '45.5', '56.3', '92.9', '110.3', '178.6', '200.2', '', '', '814', '913', '972', '1139', '716', '-59', '', '', '50.1', '51.5', '108.8', '141.8', '4801', '3506', '3997', '4334', '93.6', '120.4', '3506', '5011', '408', '470', '892', '1130', '58.1', '54.7', '889', '931', '892', '1130', '101.6', '119.8', '77.0', '80.4', '529.0', '619.0', '267.7', '316.6', '', '', '972', '1139', '11054', '28825', '1017', '1816', '15.1', '0.38', '0.48', '2.09', '5.6', '-100.0', '42.3', '-100.0', '-11.4', '-23.5', '0.52', '0.55', '768', '-669', '-2791', '-3971', '656', '-484', '0.76', '0.67', '61.5', '47.0']
