['ForceDecks Test Results Export', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']
['Athlete 25', 'lentenma', 'Countermovement Jump', '10/4/2019 18:29', '82.9', 'Trial 2', '', '', '', '118.27', '39.01', '0.369', '4274', '312', '44.6', '89.6', '230.9', '1658', '1551', '28.6', '2374', '21.5', '1781', '2.93', '816', '192', '461', '5.6', '465', '223.7', '18546.4', '221.8', '18388.2', '225.4', '18684.7', '213', '149.2', '946', '-41.7', '203.2', '52.5', '0.399', '68.5', '44', '3685', '45', '3768', '108.2', '0.235', '45', '3692', '634', '998.6', '1273.4', '814', '6.435', '533', '20.3', '1682', '1319', '-1.301', '-107.8', '0.59', '0.88', '560', '1709', '1682', '38.4', '15.1', '39.7', '39.7', '15.6', '3338.24', '1207.6', '291.4', '0.847', '0.875', '138.8', '92.1', '11.7', '54.4', '4511', '11.675', '662.4', '350.9', '0.41', '9.072', '9.441', '9.206', '8.807', '8.807', '19.371', '21.5', '1781', '0.265', '1082', '2.640', '1216.133', '91.210', '32.489', '46751', '889.509', '32.489', '42', '3506', '7311', '1.016', '', '2.3', '12.4', '10.5', '4.5', '-44.7', '4.5', '2.3', '-100.0', '', '-2.2', '6.8', '-20.2', '15.0', '10.6', '15.4', '2.4', '12.1', '-9.3', '-1.3', '12.0', '8.2', '0.0', '17.6', '7.0', '', '2.3', '24.1', '17.6', '', '', '2152', '2202', '39.8', '45.4', '80.7', '90.2', '236.7', '247.9', '1078', '596', '757', '793', '897', '918', '515', '-50', '', '', '53.1', '51.9', '177.8', '190.7', '1685', '1344', '1685', '1982', '141.3', '158.0', '1692', '2000', '402', '412', '787', '895', '113.6', '103.0', '860', '849', '787', '895', '127.2', '138.5', '109.5', '109.4', '668.1', '811.3', '373.7', '401.6', '', '', '897', '918', '22025', '29034', '1674', '2032', '15.9', '0.29', '0.66', '2.79', '6.2', '-100.0', '-100.0', '5.7', '-8.2', '16.1', '0.34', '0.36', '384', '-192', '517', '-56', '396', '420', '0.86', '0.79', '48.0', '57.2']
['Athlete 52', 'jcheng4', 'Countermovement Jump', '10/4/2019 18:25', '75', 'Trial 1', '', '', '', '123.16', '43.45', '0.335', '4665', '272', '62.2', '112.9', '239.2', '', '1613', '37.0', '2777', '27.3', '2050', '3.26', '-3568', '-4101', '-1873', '4.0', '300', '413.5', '31010.0', '328.5', '24634.1', '284.8', '21361.9', '4', '154.5', '771', '-43.9', '183.5', '45.7', '0.343', '53.2', '36', '2712', '77', '5803', '127.5', '0.156', '112', '8405', '499', '894.9', '1551.9', '738', '8.619', '646', '27.3', '2050', '1972', '-1.693', '-127.0', '0.85', '1.31', '656', '1615', '2049', '52.8', '20.8', '51.9', '52.1', '20.5', '4426.83', '1816.5', '104.7', '0.503', '0.724', '143.6', '95.7', '17.5', '64.3', '4821', '17.527', '655.9', '371.2', '0.68', '4.208', '4.543', '4.387', '4.044', '4.044', '18.899', '27.3', '2050', '0.164', '1081', '2.986', '1914.549', '99.557', '60.217', '100996', '733.043', '60.217', '70', '5252', '12812', '0.692', '', '22.3', '19.1', '15.2', '7.0', '', '7.1', '21.9', '-100.0', '', '10.0', '20.0', '-12.5', '22.6', '24.2', '18.6', '16.3', '22.7', '-1.1', '-1.3', '22.4', '13.2', '-1.2', '21.0', '13.8', '', '22.3', '26.2', '18.7', '', '', '2050', '2637', '44.3', '54.7', '85.6', '100.9', '211.6', '227.7', '', '', '777', '836', '901', '1153', '1225', '-925', '', '', '43.3', '48.1', '133.2', '166.4', '1499', '1312', '2559', '3304', '104.5', '137.8', '3772', '4633', '336', '402', '895', '1159', '63.0', '62.3', '812', '802', '895', '1153', '113.2', '130.4', '98.4', '97.3', '518.2', '655.5', '314.1', '364.6', '', '', '901', '1159', '51630', '70000', '2788', '3430', '26.3', '0.41', '0.67', '3.20', '8.8', '100.0', '100.0', '100.0', '-14.2', '26.7', '0.40', '0.44', '-1047', '-3054', '-254', '-1619', '-756', '-2812', '0.87', '0.75', '41.2', '56.3']
['Athlete 52', 'jcheng4', 'Countermovement Jump', '10/4/2019 18:25', '75', 'Trial 2', '', '', '', '126.98', '44.74', '0.353', '4777', '278', '67.2', '117.8', '239.5', '', '1595', '36.9', '2764', '29.2', '2190', '3.25', '-5412', '-5889', '-2978', '0.0', '0', '448.4', '33629.9', '330.5', '24786.4', '271.1', '20330.2', '0', '154.4', '789', '-46.0', '183.8', '46.1', '0.351', '44.0', '20', '1474', '78', '5868', '128.4', '0.160', '122', '9131', '511', '860.9', '1537.4', '736', '8.820', '661', '29.3', '2200', '2055', '-1.721', '-129.1', '0.83', '1.28', '653', '1571', '2190', '52.3', '20.6', '51.4', '51.7', '20.4', '4518.91', '1780.6', '119.0', '0.503', '0.741', '149.1', '90.4', '19.5', '62.6', '4697', '19.400', '686.1', '373.0', '0.66', '11.436', '11.789', '11.629', '11.278', '11.278', '15.899', '29.3', '2200', '0.158', '1110', '2.990', '1640.672', '83.674', '48.509', '85759', '836.533', '48.509', '58', '4374', '11157', '1.061', '', '10.4', '10.6', '9.2', '4.3', '', '4.3', '10.9', '0.0', '', '12.8', '20.7', '17.1', '0.1', '14.7', '-7.4', '16.5', '10.4', '19.9', '-0.9', '10.9', '9.0', '-2.2', '14.6', '8.4', '', '10.4', '21.8', '18.7', '', '', '2259', '2521', '49.1', '54.9', '91.0', '100.3', '217.2', '226.9', '', '', '780', '815', '1032', '1158', '0', '0', '', '', '42.9', '49.2', '134.3', '169.3', '898', '1083', '3075', '3077', '113.3', '132.8', '4741', '4389', '335', '401', '1040', '1161', '57.4', '71.7', '789', '782', '1032', '1158', '119.8', '131.6', '97.4', '95.3', '574.5', '672.7', '328.1', '358.1', '', '', '1040', '1161', '38513', '49240', '2003', '2462', '27.4', '0.44', '0.61', '3.18', '5.1', '23.7', '67.2', '25.3', '-11.0', '30.7', '0.42', '0.44', '-2632', '-3257', '-1114', '-1864', '-2402', '-3010', '0.81', '0.72', '36.0', '52.0']
['Athlete 30', 'mmcginl2', 'Countermovement Jump', '10/4/2019 18:24', '86.5', 'Trial 1', '', '', '', '120.83', '44.01', '0.290', '6699', '240', '63.8', '117.9', '237.9', '', '1836', '31.2', '2701', '25.9', '2242', '2.82', '-4582', '-3474', '-1985', '0.0', '0', '343.1', '29674.8', '298.4', '25814.1', '293.0', '25347.1', '0', '157.3', '659', '-33.9', '174.6', '46.3', '0.283', '56.6', '30', '2576', '82', '7109', '129.5', '0.136', '118', '10201', '419', '1044.1', '1798.3', '850', '7.922', '685', '26.3', '2273', '2096', '-1.496', '-129.4', '0.84', '1.33', '556', '1920', '2242', '37.9', '14.9', '38.5', '38.6', '15.2', '6167.50', '2158.6', '180.3', '0.400', '0.613', '139.0', '98.9', '16.5', '56.9', '4919', '16.111', '659.8', '373.5', '0.58', '12.049', '12.339', '12.203', '11.920', '11.920', '17.775', '26.3', '2273', '0.129', '939', '2.562', '1750.812', '108.550', '37.748', '66347', '855.791', '37.748', '48', '4114', '8499', '0.770', '', '0.5', '-6.9', '-6.2', '0.2', '', '0.2', '-2.0', '0.0', '', '1.4', '1.1', '41.6', '4.3', '3.8', '-4.9', '1.6', '0.5', '-3.1', '4.1', '-2.0', '-5.0', '6.4', '12.4', '1.1', '', '0.5', '33.2', '23.3', '', '', '3353', '3370', '55.0', '51.2', '104.6', '98.1', '220.5', '220.9', '', '', '917', '919', '1132', '1109', '0', '0', '', '', '46.0', '46.6', '150.5', '152.1', '941', '1610', '3444', '3600', '120.1', '124.8', '5228', '4973', '422', '428', '1138', '1144', '56.2', '54.4', '940', '980', '1132', '1109', '123.5', '117.3', '97.0', '103.6', '681.0', '777.8', '339.2', '343.0', '', '', '1138', '1144', '39303', '58828', '2437', '3177', '24.2', '0.43', '0.71', '2.75', '-6.4', '-6.3', '-45.6', '78.0', '11.1', '21.2', '0.47', '0.44', '-1790', '-1684', '-1177', '-808', '-1648', '-2934', '0.79', '0.88', '46.0', '58.4']
['Athlete 30', 'mmcginl2', 'Countermovement Jump', '10/4/2019 18:24', '86.5', 'Trial 2', '', '', '', '109.09', '38.87', '0.276', '6051', '253', '60.1', '112.1', '231.7', '', '1761', '29.4', '2545', '24.2', '2090', '2.77', '-2194', '-2725', '-892', '0.0', '0', '318.1', '27516.0', '272.2', '23545.4', '267.4', '23127.4', '0', '155.4', '710', '-34.5', '180.6', '48.2', '0.303', '75.4', '61', '5270', '82', '7091', '124.4', '0.154', '94', '8092', '457', '1121.4', '1654.7', '850', '7.394', '640', '24.2', '2090', '1839', '-1.437', '-124.3', '0.77', '1.20', '550', '1877', '2090', '37.1', '14.6', '36.6', '36.6', '14.4', '5667.32', '1860.9', '132.6', '0.454', '0.662', '136.7', '95.0', '14.4', '54.8', '4743', '14.351', '658.3', '364.1', '0.52', '18.288', '18.564', '18.410', '18.107', '18.107', '16.575', '24.2', '2090', '0.181', '939', '2.527', '2008.034', '112.450', '38.399', '74461', '838.503', '38.399', '48', '4170', '8969', '0.777', '', '17.0', '16.3', '12.4', '3.6', '', '3.6', '16.4', '0.0', '', '3.8', '9.4', '6.8', '24.1', '15.1', '39.3', '7.4', '20.8', '-8.9', '-1.8', '20.2', '10.7', '-5.3', '2.9', '9.1', '', '17.0', '-19.1', '-8.0', '', '', '2813', '3391', '46.7', '55.8', '92.0', '105.0', '219.0', '227.3', '', '', '864', '897', '972', '1162', '0', '0', '', '', '47.3', '49.2', '147.1', '162.4', '2452', '2632', '3041', '4008', '117.1', '137.9', '3056', '5035', '409', '441', '928', '1171', '69.5', '63.3', '947', '930', '928', '1162', '114.9', '128.7', '104.1', '98.6', '738.1', '759.9', '331.3', '364.4', '', '', '972', '1171', '49698', '40195', '2535', '2331', '21.3', '0.39', '0.70', '2.68', '9.1', '100.0', '-100.0', '-100.0', '-15.5', '-4.7', '0.42', '0.46', '-396', '-2329', '158', '-1050', '12', '-2206', '0.91', '0.77', '47.0', '44.8']
['Athlete 41', 'mschmi17', 'Countermovement Jump', '10/4/2019 18:23', '91.6', 'Trial 1', '', '', '', '128.57', '46.48', '0.297', '8082', '231', '68.2', '138.6', '246.7', '', '1962', '31.8', '2917', '25.3', '2314', '2.82', '3120', '1499', '-4822', '34.1', '3120', '372.2', '34092.2', '379.3', '34745.1', '350.6', '32114.8', '50', '156.6', '639', '-28.6', '176.6', '45.8', '0.250', '46.6', '29', '2689', '73', '6656', '118.6', '0.158', '88', '8016', '408', '1055.6', '1648.1', '899', '6.864', '629', '23.6', '2158', '1682', '-1.299', '-119.0', '0.85', '1.33', '543', '2134', '2158', '36.1', '14.2', '36.8', '36.9', '14.5', '6905.35', '2283.7', '181.0', '0.458', '0.572', '159.8', '86.9', '15.5', '57.6', '5276', '15.454', '719.1', '377.3', '0.57', '5.167', '5.464', '5.306', '5.056', '5.056', '19.289', '25.3', '2314', '0.111', '934', '2.472', '1393.483', '108.692', '33.081', '50365', '923.866', '33.081', '43', '3928', '8148', '1.012', '', '4.9', '9.0', '7.3', '3.3', '', '3.3', '4.9', '-27.4', '', '14.1', '19.2', '63.2', '9.3', '16.7', '-9.4', '16.9', '10.1', '17.6', '-0.1', '10.1', '6.8', '-1.7', '6.8', '8.9', '', '4.9', '-34.7', '-31.4', '', '', '3998', '4206', '53.9', '59.2', '109.9', '118.6', '223.3', '230.9', '', '', '965', '998', '1145', '1204', '1808', '1312', '', '', '42.3', '49.2', '140.1', '173.3', '675', '1834', '3132', '3453', '118.4', '142.1', '4206', '3810', '408', '491', '1021', '1136', '47.7', '57.9', '1067', '1066', '1021', '1136', '126.9', '136.2', '96.4', '94.7', '693.8', '744.8', '336.1', '369.0', '', '', '1145', '1204', '30839', '20125', '2375', '1630', '18.4', '0.32', '0.54', '2.69', '4.2', '-60.9', '38.5', '-27.4', '-8.4', '4.9', '0.49', '0.51', '1078', '421', '-2022', '-2800', '1808', '1312', '0.76', '0.70', '61.7', '64.9']
['Athlete 41', 'mschmi17', 'Countermovement Jump', '10/4/2019 18:23', '91.6', 'Trial 2', '', '', '', '104.18', '36.89', '0.249', '7394', '239', '65.7', '131.0', '249.9', '498', '1941', '31.5', '2889', '24.3', '2224', '2.84', '234', '-37', '-3013', '1.6', '151', '342.2', '31346.9', '341.0', '31233.8', '325.7', '29829.9', '144', '154.8', '675', '-30.1', '182.4', '46.3', '0.280', '80.6', '88', '8057', '88', '8098', '125.0', '0.156', '91', '8337', '436', '1221.9', '1698.4', '899', '6.748', '618', '24.0', '2202', '1841', '-1.369', '-125.4', '0.80', '1.24', '539', '2100', '2202', '35.6', '14.0', '37.7', '37.8', '14.9', '6705.61', '2111.7', '185.4', '0.580', '0.612', '155.7', '94.2', '14.5', '57.4', '5261', '14.468', '721.2', '385.3', '0.53', '14.172', '14.421', '14.265', '13.985', '13.985', '18.689', '24.3', '2224', '0.187', '964', '2.505', '994.874', '91.528', '25.779', '35430', '810.497', '25.779', '36', '3260', '5714', '1.016', '', '7.1', '12.9', '11.2', '5.5', '-69.1', '5.5', '7.1', '-100.0', '', '0.9', '-0.7', '79.5', '26.9', '0.1', '18.7', '6.3', '11.2', '18.1', '0.2', '11.4', '10.3', '-1.2', '-3.3', '3.9', '', '7.1', '49.5', '36.3', '', '', '3673', '3952', '51.5', '59.1', '103.9', '117.0', '225.8', '238.8', '918', '284', '943', '998', '1104', '1188', '482', '-331', '', '', '46.1', '46.5', '152.6', '151.6', '706', '3450', '3069', '4197', '132.5', '132.6', '3740', '4597', '435', '464', '1036', '1168', '56.8', '69.3', '1049', '1051', '1034', '1168', '124.2', '138.4', '101.6', '100.4', '708.8', '685.2', '353.8', '368.3', '', '', '1104', '1188', '11224', '22228', '1302', '2045', '20.1', '0.35', '0.60', '2.72', '6.1', '-100.0', '67.3', '100.0', '-11.3', '-10.1', '0.46', '0.49', '285', '-322', '-1127', '-1886', '-50', '284', '0.82', '0.73', '102.2', '91.8']
['Athlete 18', 'qmccahon', 'Countermovement Jump', '10/4/2019 18:18', '81.7', 'Trial 1', '', '', '', '99.15', '29.09', '0.233', '6897', '235', '65.3', '127.5', '225.3', '', '1757', '32.7', '2674', '26.1', '2131', '2.86', '730', '-756', '-3945', '31.5', '2573', '404.9', '33080.4', '376.9', '30793.4', '327.1', '26727.5', '26', '141.5', '801', '-30.9', '240.9', '45.6', '0.413', '75.2', '88', '7222', '96', '7863', '105.8', '0.153', '101', '8234', '566', '1124.1', '1492.4', '801', '5.343', '437', '25.3', '2064', '1543', '-1.301', '-106.3', '0.69', '0.98', '556', '1805', '2064', '37.9', '14.9', '38.5', '38.6', '15.2', '5929.94', '1367.8', '231.9', '0.592', '0.736', '147.5', '77.8', '16.3', '55.8', '4556', '16.274', '637.8', '339.7', '0.47', '5.263', '5.496', '5.343', '4.930', '4.930', '19.903', '26.1', '2131', '0.333', '879', '2.524', '1228.625', '86.004', '30.084', '46559', '726.130', '30.084', '40', '3259', '7061', '0.853', '', '-19.6', '-21.7', '-15.1', '-8.1', '', '-8.1', '-19.3', '100.0', '', '-1.0', '-24.0', '-52.5', '-47.1', '-32.0', '-42.6', '-9.1', '-31.6', '17.9', '-0.9', '-31.4', '-13.6', '0.3', '16.3', '-17.9', '', '-19.6', '73.4', '62.3', '', '', '3974', '3196', '59.1', '46.3', '112.3', '95.4', '215.5', '198.1', '', '', '916', '841', '1224', '987', '-1381', '3954', '', '', '45.8', '45.4', '148.8', '113.1', '5741', '2725', '5433', '2872', '136.0', '92.4', '5230', '3004', '420', '382', '1228', '840', '101.2', '123.4', '907', '898', '1224', '840', '129.4', '111.8', '86.1', '86.3', '546.3', '653.1', '348.9', '286.4', '', '', '1228', '987', '10049', '37817', '985', '2609', '18.9', '0.34', '0.53', '2.75', '-7.6', '100.0', '-100.0', '100.0', '13.9', '37.4', '0.52', '0.48', '-2112', '1356', '-3001', '-945', '-2020', '2750', '0.67', '0.77', '47.5', '75.8']
['Athlete 18', 'qmccahon', 'Countermovement Jump', '10/4/2019 18:18', '81.7', 'Trial 2', '', '', '', '123.63', '43.15', '0.293', '6022', '237', '68.4', '127.7', '217.4', '', '1716', '31.4', '2562', '27.5', '2248', '2.77', '-3680', '-3345', '-4806', '14.7', '1200', '417.1', '34076.8', '362.9', '29650.7', '302.6', '24724.6', '1', '153.6', '679', '-37.4', '186.5', '46.7', '0.300', '63.1', '53', '4323', '90', '7343', '125.8', '0.142', '124', '10154', '442', '1016.9', '1686.0', '802', '8.281', '677', '27.6', '2253', '1973', '-1.545', '-126.3', '0.84', '1.29', '569', '1729', '2247', '39.7', '15.6', '36.0', '36.0', '14.2', '5767.81', '1969.7', '95.0', '0.435', '0.614', '147.2', '70.2', '17.8', '52.2', '4265', '17.706', '665.9', '352.7', '0.58', '13.893', '14.186', '14.044', '13.744', '13.744', '16.803', '27.6', '2253', '0.149', '909', '2.467', '687.784', '59.149', '18.927', '27297', '876.143', '18.927', '29', '2348', '5699', '0.862', '', '-18.5', '-16.0', '-14.5', '-14.0', '', '-14.0', '-17.8', '100.0', '', '8.6', '-16.2', '11.5', '-19.2', '-22.6', '-25.3', '-5.9', '-18.5', '29.4', '-7.4', '-17.9', '-14.0', '-14.0', '-21.0', '-16.4', '', '-18.5', '8.8', '-33.7', '', '', '3326', '2712', '59.0', '49.5', '112.0', '95.8', '219.0', '188.3', '', '', '923', '793', '1234', '1015', '-600', '1800', '', '', '44.8', '49.0', '162.0', '135.8', '1951', '2205', '3984', '3219', '135.1', '104.5', '5813', '4340', '413', '389', '1244', '1014', '47.2', '66.9', '898', '831', '1234', '1013', '130.0', '111.8', '89.0', '76.6', '712.4', '563.1', '348.8', '291.5', '', '', '1244', '1015', '16736', '18345', '1523', '1009', '24.1', '0.46', '0.48', '2.66', '-0.6', '-91.9', '-32.7', '-93.9', '0.1', '-57.6', '0.51', '0.51', '-2199', '-1146', '-2741', '-2066', '-2428', '-1252', '0.68', '0.68', '74.9', '31.7']
['Athlete 48', 'ccochra3', 'Countermovement Jump', '10/4/2019 18:18', '102.3', 'Trial 1', '', '', '', '106.31', '36.83', '0.337', '5806', '317', '60.0', '110.1', '289.3', '', '1913', '28.5', '2919', '22.3', '2285', '2.93', '-3652', '-3585', '-341', '0.0', '0', '240.1', '24559.9', '202.2', '20687.9', '219.7', '22474.8', '0', '153.0', '915', '-39.9', '188.6', '52.5', '0.416', '72.4', '43', '4422', '61', '6209', '150.1', '0.182', '69', '7043', '598', '1218.2', '1827.0', '1004', '6.540', '669', '22.7', '2319', '2059', '-1.468', '-150.2', '0.65', '0.99', '592', '2134', '2285', '43.0', '16.9', '40.7', '40.7', '16.0', '5324.08', '1585.7', '192.4', '0.575', '0.845', '163.1', '126.2', '12.9', '54.3', '5554', '12.530', '925.6', '449.9', '0.47', '6.460', '6.797', '6.615', '6.199', '6.199', '19.920', '22.7', '2319', '0.261', '1329', '2.603', '1712.019', '95.873', '30.455', '73550', '1450.582', '30.455', '40', '4119', '11006', '1.602', '', '-9.4', '-14.6', '-11.4', '-3.3', '', '-3.3', '-7.6', '0.0', '', '5.0', '-6.6', '-25.5', '-23.1', '-8.7', '-27.4', '1.7', '-15.0', '14.3', '0.8', '-14.0', '-6.4', '0.3', '-12.3', '-5.1', '', '-9.4', '-46.5', '-40.6', '', '', '3141', '2845', '59.4', '50.7', '111.6', '98.9', '308.8', '298.6', '', '', '973', '940', '1229', '1136', '0', '0', '', '', '51.1', '53.9', '212.3', '198.2', '3016', '2248', '3728', '2869', '173.9', '158.8', '4080', '2964', '498', '506', '1255', '1067', '123.3', '143.8', '1063', '1071', '1229', '1056', '166.1', '155.5', '142.7', '143.1', '1023.1', '897.7', '476.9', '452.6', '', '', '1255', '1136', '54015', '28923', '2971', '1764', '20.1', '0.37', '0.77', '2.83', '-8.4', '-100.0', '100.0', '-25.2', '6.7', '-24.6', '0.36', '0.33', '-2619', '-966', '-631', '291', '-2030', '-1622', '0.86', '0.92', '53.0', '39.9']
['Athlete 48', 'ccochra3', 'Countermovement Jump', '10/4/2019 18:18', '102.3', 'Trial 2', '', '', '', '111.88', '40.45', '0.358', '5744', '320', '66.6', '120.5', '283.3', '', '1887', '28.5', '2917', '23.6', '2416', '2.89', '-4136', '-4199', '-1911', '0.0', '0', '280.6', '28701.9', '229.6', '23484.0', '204.4', '20913.8', '0', '156.6', '885', '-42.1', '176.6', '53.2', '0.365', '66.4', '30', '3059', '61', '6195', '153.2', '0.200', '69', '7064', '565', '1189.0', '1769.1', '1004', '7.290', '746', '23.6', '2417', '2058', '-1.499', '-153.3', '0.65', '1.02', '576', '1991', '2416', '40.7', '16.0', '39.0', '39.1', '15.4', '5273.56', '1732.6', '198.0', '0.560', '0.811', '177.4', '105.9', '13.8', '50.3', '5146', '13.807', '911.8', '448.7', '0.46', '12.764', '13.122', '12.922', '12.557', '12.557', '18.120', '23.6', '2417', '0.207', '1359', '2.585', '2080.072', '131.045', '42.291', '84597', '1413.071', '42.291', '52', '5330', '14144', '1.543', '', '-11.0', '-14.6', '-14.5', '-7.5', '', '-7.5', '-11.4', '0.0', '', '6.3', '7.0', '4.7', '-19.1', '2.3', '-32.9', '-1.3', '-10.6', '-7.1', '-1.8', '-11.1', '-12.1', '-1.3', '-12.8', '-4.0', '', '-11.0', '4.1', '7.1', '', '', '3051', '2717', '63.0', '53.8', '119.0', '101.8', '313.9', '290.5', '', '', '980', '907', '1284', '1137', '0', '0', '', '', '51.6', '55.0', '205.1', '220.4', '1586', '1665', '3452', '2793', '174.9', '179.0', '4227', '2837', '505', '499', '1279', '1143', '110.3', '102.5', '1004', '986', '1279', '1137', '179.8', '158.1', '134.1', '132.3', '1037.5', '904.6', '482.7', '463.6', '', '', '1284', '1143', '42023', '43805', '2605', '2804', '20.1', '0.40', '0.60', '2.77', '-7.6', '-11.2', '-100.0', '67.2', '10.9', '-5.5', '0.38', '0.35', '-2211', '-1988', '-1276', '-635', '-1548', '-2588', '0.75', '0.84', '44.9', '42.5']
['Athlete 17', 'tmcnama4', 'Countermovement Jump', '10/4/2019 18:17', '84.7', 'Trial 1', '', '', '', '113.19', '40.87', '0.309', '5612', '273', '52.9', '99.9', '239.6', '3432', '1706', '30.6', '2590', '23.8', '2019', '2.94', '-2240', '-1405', '332', '6.1', '519', '266.9', '22606.7', '248.3', '21031.5', '280.7', '23776.2', '185', '156.5', '756', '-36.0', '176.9', '48.8', '0.313', '62.2', '47', '4019', '68', '5788', '125.5', '0.170', '76', '6455', '483', '1031.9', '1567.9', '832', '7.290', '617', '22.7', '1923', '1852', '-1.482', '-125.5', '0.77', '1.21', '585', '1915', '1923', '42.0', '16.5', '40.7', '40.8', '16.1', '4971.17', '1762.1', '134.6', '0.668', '0.694', '136.0', '103.7', '14.0', '59.2', '5017', '14.033', '713.4', '374.8', '0.55', '5.123', '5.432', '5.262', '4.949', '4.949', '19.723', '23.8', '2019', '0.174', '1008', '2.620', '1388.591', '99.979', '39.712', '58253', '975.844', '39.712', '50', '4194', '9526', '1.103', '', '-0.1', '5.2', '5.0', '2.7', '-25.4', '2.7', '-0.1', '-61.5', '', '-13.1', '-6.0', '-46.0', '4.0', '-0.9', '12.3', '-10.6', '4.3', '-27.4', '2.1', '4.3', '4.0', '1.3', '11.9', '1.4', '', '-0.1', '-1.6', '-5.7', '', '', '2809', '2805', '45.9', '48.5', '89.2', '93.8', '230.0', '236.4', '1994', '1488', '841', '865', '1011', '1009', '375', '144', '', '', '52.2', '45.4', '164.4', '154.5', '2502', '1350', '2804', '2920', '134.0', '132.8', '3016', '3439', '439', '393', '941', '982', '77.9', '56.5', '947', '968', '941', '982', '121.9', '127.0', '108.0', '109.4', '691.2', '784.7', '360.1', '365.3', '', '', '1011', '1009', '30260', '29767', '2209', '2084', '21.9', '0.37', '0.76', '2.83', '2.3', '27.0', '-61.0', '-55.1', '-2.8', '2.9', '0.39', '0.40', '-619', '-786', '239', '93', '-1362', '-878', '0.89', '0.86', '56.0', '57.7']
['Athlete 17', 'tmcnama4', 'Countermovement Jump', '10/4/2019 18:17', '84.7', 'Trial 2', '', '', '', '108.50', '41.48', '0.319', '4876', '294', '55.4', '103.1', '246.0', '', '1665', '31.0', '2626', '23.6', '1996', '3.01', '-2664', '-2701', '-821', '0.0', '0', '287.5', '24348.5', '247.8', '20992.1', '240.9', '20404.6', '0', '161.9', '769', '-41.4', '161.6', '50.0', '0.293', '68.1', '35', '2960', '70', '5933', '141.2', '0.182', '75', '6363', '475', '1044.1', '1605.6', '833', '8.527', '722', '23.8', '2018', '2134', '-1.661', '-140.7', '0.78', '1.26', '598', '1768', '1996', '43.8', '17.3', '43.1', '43.2', '17.0', '4625.77', '1888.8', '103.6', '0.457', '0.712', '144.6', '101.4', '14.0', '57.2', '4849', '13.762', '767.0', '395.7', '0.57', '13.123', '13.442', '13.260', '12.967', '12.967', '19.123', '23.8', '2018', '0.156', '1118', '2.743', '685.111', '67.141', '24.942', '30033', '1012.242', '24.942', '35', '2943', '6028', '1.326', '', '6.2', '2.8', '0.9', '-1.3', '', '-1.3', '4.6', '0.0', '', '-9.3', '-8.0', '3.8', '17.1', '1.1', '13.8', '-10.4', '6.2', '-37.1', '1.8', '4.6', '-0.3', '-2.4', '-7.5', '0.0', '', '6.2', '-57.1', '8.1', '', '', '2361', '2516', '47.8', '49.2', '92.6', '93.5', '246.7', '243.6', '', '', '838', '827', '975', '1022', '0', '0', '', '', '52.4', '47.6', '173.5', '159.6', '2050', '2130', '2792', '3368', '145.4', '147.0', '2947', '3416', '439', '394', '977', '1041', '63.0', '39.6', '876', '892', '975', '1022', '133.6', '133.2', '113.1', '110.4', '794.5', '734.9', '388.4', '388.5', '', '', '977', '1041', '36267', '15555', '1414', '1540', '25.2', '0.44', '0.70', '2.91', '2.2', '65.8', '100.0', '90.8', '-2.2', '67.5', '0.38', '0.38', '-1016', '-1685', '-270', '-552', '-916', '-1748', '0.85', '0.83', '22.6', '69.7']
